0
1000
3
0
-1.111453695	-2.147322427	0.6837293296	
-2.272194455	-0.33290614	-0.7961012883	
-3.217582362	-0.9777099731	-0.04874616844	
-0.9192399428	-2.230612108	-0.8074377261	
-0.05965341346	3.974793896	-2.368433462	
-3.304546579	-1.660395454	-1.09341851	
-0.9021090161	-0.3141594459	-1.011953976	
8.568356042	-2.619654747	-1.143626254	
3.50854307	1.278280607	-0.913272276	
-2.93921755	0.4058512588	0.9728347784	
3.27478536	3.839947032	-0.8029060527	
1.124779439	3.506795937	-0.0002260700192	
4.269028867	2.615328944	-2.357415129	
10.54925503	-0.2074815321	-1.424677204	
-0.1113068272	4.625575612	0.06337281869	
6.881008553	-1.206718648	1.208475757	
4.790943534	-3.505286873	-1.613052053	
-2.406588343	-1.043618205	0.05357173669	
-2.908723173	-0.8438609869	-0.9682928197	
6.276417036	0.1600568048	0.3438139433	
-0.3377424406	1.942600392	0.6637639222	
0.4873569901	-2.911485372	0.3762810478	
-1.639307898	0.01345633019	-0.1228993806	
2.341467502	3.492283627	-0.6208008681	
-0.63636648	2.898840285	1.092291426	
-0.6497512165	-1.2826306	-0.6511521639	
4.315861263	-0.2559852792	0.5690417286	
-1.262703717	-1.511463915	-1.681590215	
-4.5833898	0.738623012	-0.3952078076	
-1.13455816	1.779249463	0.5214041743	
3.362295483	1.840593621	1.590684101	
-4.874994686	0.05986685515	-0.2272338051	
8.018161868	-0.4966554089	0.9020998454	
3.457672964	2.353669938	-0.6953778305	
-1.335121885	-3.813299165	-1.039935808	
-2.845080659	-0.2320054826	0.2578566034	
2.738878386	-1.639551322	0.1197990495	
-1.340282536	-1.33215416	-2.92882324	
4.326322089	-1.527200859	1.171651476	
1.406226176	2.167367795	0.1868025211	
1.426699899	4.745867845	-0.5212061754	
7.55714478	1.503157344	-1.474927079	
0.5662718778	-2.8399609	-0.752738539	
4.125458036	-0.3883615109	-0.7926955113	
5.851704305	0.2521127923	0.6270328145	
-2.511406448	-2.794111586	0.7317665203	
-0.3913477254	-2.313901671	1.58882576	
1.10435041	4.023226448	-0.2747334446	
0.4638662267	2.934286347	-0.4269760125	
-7.715633259	-0.8703861928	-0.153418768	
0.2293254412	3.477452615	0.1551554345	
2.616110051	-1.296724236	-0.1344825694	
5.087900756	1.310609835	-1.419573092	
0.132603692	0.8216841818	0.09641393851	
-8.353760165	0.1539762558	-0.7259537282	
0.2218445184	-0.03715887277	0.506048702	
-4.961319796	-0.9724642043	-0.3919682155	
1.293581694	1.208435917	1.048434794	
-1.574479609	-6.044568429	0.4532658381	
3.236208031	-1.468598718	-0.6148887535	
0.6311161652	1.336671173	2.028440052	
4.133810096	-3.453876652	0.04483817081	
4.643823686	-1.13304799	0.6238927316	
-1.121125991	0.001103956135	-1.854715545	
5.907994467	0.4570813345	0.964522456	
4.043761567	-0.3421755972	0.1772016267	
1.585769724	-0.3599606822	-0.2164762709	
2.961000756	2.663345038	-0.4680076517	
3.323554873	2.003152698	1.015403364	
5.199234954	0.6109728438	0.693441713	
7.127944202	1.560641819	0.4653898306	
3.791894647	-1.165063189	1.884620287	
-9.261546409	-3.428369702	0.2563070695	
-1.120745955	1.688310437	-0.008882524392	
-2.970331591	2.752072175	-1.819163833	
-3.095571876	-0.6240198879	0.4099557796	
0.2777153614	3.165082981	0.1946527008	
3.11338679	3.424019633	0.3500073743	
0.01825850112	2.430252097	1.29267209	
1.357451689	1.370538195	0.8441707168	
0.4806035496	-1.334686158	0.7838431547	
-1.080073058	1.690311942	1.247972957	
3.251272869	-0.6289502557	1.054421433	
