135.0	1878.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
140.0	1873.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
46.0	1967.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
69.0	1944.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
143.0	1870.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
56.0	1957.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
61.0	1952.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
199.0	1814.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
114.0	1899.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
72.0	1941.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
46.0	1967.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
73.0	1940.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
150.0	1863.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
72.0	1941.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
56.0	1957.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
68.0	1945.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
11.0	2002.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
86.0	1927.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
182.0	1831.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
72.0	1941.0	0.0	0.0	19.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.16227766	0.0	0.9999999999723542	0.999613514489193
