-1.111453695	-2.147322427	0.6837293296	0.9999999953657999	0.9998543757704285
-2.272194455	-0.33290614	-0.7961012883	0.9999999953657999	0.9998543757704285
-3.217582362	-0.9777099731	-0.04874616844	0.9999999953657999	0.9998543757704285
-0.9192399428	-2.230612108	-0.8074377261	0.9999999953657999	0.9998543757704285
-0.05965341346	3.974793896	-2.368433462	0.9999999953657999	0.9998543757704285
-3.304546579	-1.660395454	-1.09341851	0.9999999953657999	0.9998543757704285
-0.9021090161	-0.3141594459	-1.011953976	0.9999999953657999	0.9998543757704285
8.568356042	-2.619654747	-1.143626254	0.9999999953657999	0.9998543757704285
3.50854307	1.278280607	-0.913272276	0.9999999953657999	0.9998543757704285
-2.93921755	0.4058512588	0.9728347784	0.9999999953657999	0.9998543757704285
3.27478536	3.839947032	-0.8029060527	0.9999999953657999	0.9998543757704285
1.124779439	3.506795937	-2.260700192E-4	0.9999999953657999	0.9998543757704285
4.269028867	2.615328944	-2.357415129	0.9999999953657999	0.9998543757704285
10.54925503	-0.2074815321	-1.424677204	0.9999999953657999	0.9998543757704285
-0.1113068272	4.625575612	0.06337281869	0.9999999953657999	0.9998543757704285
6.881008553	-1.206718648	1.208475757	0.9999999953657999	0.9998543757704285
4.790943534	-3.505286873	-1.613052053	0.9999999953657999	0.9998543757704285
-2.406588343	-1.043618205	0.05357173669	0.9999999953657999	0.9998543757704285
-2.908723173	-0.8438609869	-0.9682928197	0.9999999953657999	0.9998543757704285
6.276417036	0.1600568048	0.3438139433	0.9999999953657999	0.9998543757704285
-0.3377424406	1.942600392	0.6637639222	0.9999999953657999	0.9998543757704285
0.4873569901	-2.911485372	0.3762810478	0.9999999953657999	0.9998543757704285
-1.639307898	0.01345633019	-0.1228993806	0.9999999953657999	0.9998543757704285
2.341467502	3.492283627	-0.6208008681	0.9999999953657999	0.9998543757704285
-0.63636648	2.898840285	1.092291426	0.9999999953657999	0.9998543757704285
-0.6497512165	-1.2826306	-0.6511521639	0.9999999953657999	0.9998543757704285
4.315861263	-0.2559852792	0.5690417286	0.9999999953657999	0.9998543757704285
-1.262703717	-1.511463915	-1.681590215	0.9999999953657999	0.9998543757704285
-4.5833898	0.738623012	-0.3952078076	0.9999999953657999	0.9998543757704285
-1.13455816	1.779249463	0.5214041743	0.9999999953657999	0.9998543757704285
3.362295483	1.840593621	1.590684101	0.9999999953657999	0.9998543757704285
-4.874994686	0.05986685515	-0.2272338051	0.9999999953657999	0.9998543757704285
8.018161868	-0.4966554089	0.9020998454	0.9999999953657999	0.9998543757704285
3.457672964	2.353669938	-0.6953778305	0.9999999953657999	0.9998543757704285
