0																										
1000																										
27																										
0																										
59	1954	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
86	1927	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
99	1914	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
36	1977	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
136	1877	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
74	1939	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
103	1910	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
14	1999	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
68	1945	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
186	1827	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
90	1923	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
94	1919	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
102	1911	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
186	1827	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
125	1888	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
60	1953	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
54	1959	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
69	1944	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
19	1994	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
33	1980	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
139	1874	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
71	1942	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
123	1890	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
16	1997	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
189	1824	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
103	1910	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
147	1866	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
86	1927	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
196	1817	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
4	2009	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
65	1948	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
4	2009	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
8	2005	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
120	1893	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
99	1914	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
130	1883	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
99	1914	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
164	1849	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
82	1931	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
112	1901	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
29	1984	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
107	1906	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
94	1919	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
1	2012	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
87	1926	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
47	1966	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
56	1957	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
80	1933	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
192	1821	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
117	1896	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
172	1841	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
6	2007	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
82	1931	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
38	1975	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
133	1880	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
12	2001	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
184	1829	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
2	2011	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
156	1857	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
119	1894	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
166	1847	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
107	1906	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
74	1939	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
104	1909	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
139	1874	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
102	1911	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
21	1992	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
131	1882	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
172	1841	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
105	1908	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
172	1841	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
162	1851	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
147	1866	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
168	1845	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
2	2011	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
169	1844	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
80	1933	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
153	1860	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
53	1960	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
61	1952	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
92	1921	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
172	1841	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
50	1963	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
159	1854	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
188	1825	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
168	1845	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
79	1934	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
95	1918	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
109	1904	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
193	1820	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
43	1970	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
57	1956	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
149	1864	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
153	1860	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
182	1831	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
185	1828	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
160	1853	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
50	1963	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
70	1943	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
20	1993	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
197	1816	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
154	1859	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
22	1991	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
178	1835	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
151	1862	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
22	1991	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
24	1989	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
71	1942	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
176	1837	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
49	1964	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
68	1945	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
185	1828	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
107	1906	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
32	1981	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
92	1921	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
69	1944	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
119	1894	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
160	1853	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
71	1942	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
182	1831	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
15	1998	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
30	1983	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
56	1957	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
121	1892	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
53	1960	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
72	1941	Gley	0	19	0	0	0	850	0	0	0	0	0	2.5000	0	0	0	0	0	3.16227766	0	16	22	Notched	average	false
